Indicator_Name,Indicator_Code,Country_Name,Country_Code,Year,Values,Num_of_Countries,Num_of_Years,FirstYear,LastYear
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,1988,793,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1970,1095,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,2010,1793,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,2007,3442,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,1985,9388,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,1969,17676,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,1997,4252,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,2015,142,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1999,373,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,1993,3133,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,1999,2168,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1984,8525,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,2009,12,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1995,435,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1964,1311,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,1960,102,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,1982,8683,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1967,1391,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,2004,2172,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,1963,2006,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,2007,2082,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1978,625,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1986,528,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1965,1277,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,1994,5428,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1994,4361,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1987,454,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1966,22016,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,2000,379,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,1995,2641,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1970,1068,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1964,1774,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1972,963,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,1969,16262,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1993,372,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1997,3522,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,2014,3612,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,1979,44,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,1989,7615,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1962,1888,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,1987,778,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1992,391,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,2001,3883,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1966,1607,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1974,830,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1991,460,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,1987,4609,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1963,42078,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,2006,2390,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,2002,3869,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1977,11245,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1980,586,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,2002,3748,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1995,328,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1983,8712,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1993,483,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1992,424,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,1962,21640,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,2010,3289,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,2010,12,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1994,365,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1971,1190,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1973,24245,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,1964,92,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1996,324,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,1978,11401,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,2005,2141,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,1996,2435,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1993,4671,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1975,19179,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,1982,751,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,2010,177,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,2001,355,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,2001,4455,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,1992,27,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,2007,348,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,2000,17,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,2013,2764,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,1973,21537,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,2015,165,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1985,516,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,1992,6206,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,1997,4606,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1993,5902,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1986,462,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,2003,14,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,2013,333,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,1984,9890,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,1984,8178,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,1971,67,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,2011,1719,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,1979,9602,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,2014,336,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,2002,2166,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1971,1018,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,2009,265,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,1983,6505,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1967,1198,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,1976,53,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1966,37119,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1998,303,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,2011,171,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,2013,3178,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,1978,13816,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1981,10106,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,1974,19479,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,1986,764,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1973,897,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,2012,11,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,2007,290,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1997,287,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1969,1351,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1965,38734,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1970,1271,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1998,276,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,2003,252,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,2001,2145,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,2016,344,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1960,1941,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1968,1422,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1973,1008,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,2005,4274,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1998,3296,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,1965,22427,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,2003,230,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,2002,15,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,2016,136,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,2001,16,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1975,747,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1986,6625,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1982,8897,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1980,11084,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1989,7683,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,2003,4368,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,1992,5975,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,2003,2608,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,1973,62,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,2008,344,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,1993,5806,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1987,6245,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,2009,4187,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,2012,180,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,2011,11,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1976,779,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,2012,3191,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,1986,4961,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,1991,27,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,2008,4265,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,2005,220,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1971,1011,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,1976,1003,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1963,1838,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,1976,13106,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,1998,405,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,2001,379,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,2003,339,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1975,12906,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1990,498,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,2011,251,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,1967,80,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,1990,6744,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1977,634,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,1994,5113,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,2016,2986,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,2012,165,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,1983,35,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,1993,5500,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,1972,13606,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1970,18285,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,2004,241,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1967,1508,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,2006,361,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,1993,655,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1994,351,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,2014,248,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1995,4056,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,1975,11936,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1982,9204,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,2006,210,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,1968,76,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1988,540,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,1968,1673,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,1996,22,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,1985,752,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,1960,23521,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,1975,13286,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,1972,1379,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1966,1242,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1990,546,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,2008,2277,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1981,500,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1984,517,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,2006,4295,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,1996,4456,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1990,7228,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,2010,2179,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,2004,325,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,2000,2130,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1960,23885,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,2012,1637,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,1970,15438,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,1980,9281,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,2001,272,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,2015,340,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1961,1924,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1991,409,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1974,804,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1961,1390,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,1967,17621,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,2010,255,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,1996,469,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,1990,28,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,1999,384,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,1997,430,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1983,490,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,1990,3750,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,1964,1940,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,1991,6620,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1967,21109,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,2005,2488,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1979,12157,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,1978,10134,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1982,530,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1999,4790,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,1990,7120,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,2004,4343,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,1980,8940,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,2007,3087,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,2015,10,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,1966,84,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1995,342,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,1977,50,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,2004,3486,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1994,457,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,2012,2743,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1990,5452,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,1978,667,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1964,23467,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1996,5222,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,1962,2057,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1965,22743,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1998,4938,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,1989,4008,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,2004,363,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1964,1717,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1964,40363,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,1982,7151,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,2008,194,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,1981,39,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,1995,5144,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,2009,2260,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1973,858,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Denmark,DNK,2002,346,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,2014,3087,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1983,506,239,57,1960,2016
